19,26
0,0,42.599,-60.5684,-67.1611,28.7753,26.4305,5.26212,43.1775,-0.892573,-9.27887,25.92,-16.4613,-8.87317,5.84083,-3.36862,-7.90359,-1.49595,0.000122012,-4.00037e-07,1.91622e-09,-1.52305e-11,1.27898e-12,3.55271e-15,6.75016e-14,0,
0,23.3376,-80.1563,17.2527,-26.4364,-67.5361,1.95984,83.3694,6.7285,24.513,1.02422,1.15264,-5.36902,-1.10879,-3.2908,3.74258,-0.0111826,-1.3059,-0.00473625,7.52363e-07,-1.6489e-09,1.7117e-11,-2.02505e-12,6.39488e-14,-6.39488e-14,7.10543e-15,
0,-52.5097,32.6675,-95.0163,13.3305,26.723,16.0306,3.65478,54.5281,17.7367,7.55177,-15.8867,18.3423,-9.15337,-2.03788,8.65323,5.84933,0.0124439,0.0553547,-1.03885e-06,-8.84015e-10,2.27374e-13,2.20268e-12,-5.68434e-14,8.52651e-14,-4.26326e-14,
0,-23.3376,-126.955,48.3172,-68.6382,64.7201,64.6275,9.26081,-30.5468,-7.58305,10.0927,-0.733917,-5.41649,3.6218,2.90149,3.41992,5.13471,0.687704,0.00510251,1.34167e-06,4.03593e-09,-2.91323e-11,-2.21689e-12,-4.26326e-14,-4.26326e-14,-1.13687e-13,
0,-46.6753,-10.3185,-96.2445,90.1575,16.5526,21.1565,34.3459,0.542207,-26.743,-23.9952,15.9662,1.51921,6.79476,4.22409,1.08365,2.56193,0.661366,-0.0639362,-9.38464e-07,-3.45577e-09,2.70717e-11,1.32161e-12,-4.26326e-14,7.10543e-14,1.42109e-14,
0,35.0065,-117.175,-44.1493,62.728,15.5909,30.717,-2.35024,-29.5204,29.4406,26.2301,-19.8397,21.0605,-2.05299,0.539529,-7.03667,-6.63652,-1.58635,0.00360851,6.2069e-07,-4.1304e-09,2.14264e-11,-8.45546e-13,2.84217e-14,-6.03961e-14,5.68434e-14,
0,-180.867,47.5377,16.3151,-23.0906,29.1644,2.41501,10.2123,58.5733,11.4678,32.2677,-11.5944,-0.840761,10.5041,-5.37482,-8.78404,2.1526,-0.0366192,-0.0557008,-1.13119e-06,4.00792e-09,-3.02833e-11,1.15818e-12,-5.68434e-14,1.13687e-13,-2.84217e-14,
-110,117.542,-74.7304,27.5265,54.8919,24.7606,-15.9212,-5.10719,24.9136,67.1761,8.16444,23.7643,-25.4021,-2.6629,2.47599,-1.39276,2.43699,1.612,0.00370491,1.50115e-06,3.44102e-10,1.69962e-11,-7.38964e-13,2.84217e-14,-8.52651e-14,-5.68434e-14,
-110,-133.338,165.264,30.5561,37.0643,-37.0682,34.2828,16.2587,-13.258,6.84015,31.2872,-5.05458,-11.0602,6.9225,7.32261,1.94096,-2.7647,0.833775,0.0457694,-1.91173e-06,-5.25588e-09,1.22213e-11,-3.41061e-13,-1.13687e-13,-1.13687e-13,0,
-110,59.1979,-14.8455,103.465,5.34365,38.3231,-18.0543,16.3304,44.6709,3.8335,-24.2325,-9.7892,32.571,7.55099,6.44611,3.78836,-4.85782,0.0123387,0.00181256,1.33314e-06,4.69169e-09,-1.76783e-11,5.68434e-13,0,0,-1.13687e-13,
0,-175.032,-13.3351,40.0519,54.4444,61.3207,-11.1253,12.5898,-9.73515,-18.2533,-2.03428,28.0118,-9.73489,3.69617,-8.68331,2.84587,-3.62485,-1.36854,0.0548465,-6.0207e-07,6.43519e-09,-5.80869e-12,-1.27898e-13,-2.4869e-14,6.39488e-14,-1.35003e-13,
-220,246.753,94.5326,7.46804,-6.23312,-8.14798,50.6361,2.82251,-0.406999,1.8291,-6.06555,22.7059,19.174,1.20443,-9.18305,-2.28978,-1.58799,1.31368,-0.000977314,9.94113e-07,-6.65943e-09,1.72236e-11,5.68434e-13,1.13687e-13,0,5.68434e-14,
330,-113.415,18.3908,61.8878,12.7505,-5.04858,5.21415,3.99985,-2.91001,2.0573,25.248,25.362,21.9646,-15.2189,0.287453,3.31933,-2.34661,1.49208,-0.0420162,-1.11591e-06,1.04984e-09,-2.16005e-11,-1.08002e-12,-2.27374e-13,-1.13687e-13,-1.13687e-13,
110,325.873,51.9024,-7.04217,8.38977,33.287,-26.9142,17.4861,1.67927,-32.5551,50.0731,7.35333,-1.5364,3.10227,2.5497,1.83963,2.54886,-1.34174,3.69726e-05,1.36925e-06,3.22245e-09,1.09139e-11,2.72848e-12,2.27374e-13,2.27374e-13,-2.27374e-13,
330,38.2794,72.1076,23.0729,7.32896,-14.479,27.3766,-24.6073,-2.34455,44.1098,-20.9475,15.5202,5.62189,11.4066,0.896419,1.57681,4.2126,-2.47322,-0.00166893,-9.48721e-07,-3.13003e-09,-2.04636e-12,-2.04636e-12,0,0,0,
-110,12.5226,-9.86607,99.6125,59.3691,-23.7192,31.642,-6.88181,31.7073,-34.6919,-7.79024,-5.78098,-6.79446,-13.4786,1.37299,-5.54862,5.95964,-1.79437,6.80468e-05,4.81895e-07,-8.76759e-09,-2.71143e-11,4.54747e-13,1.13687e-13,-5.68434e-14,1.7053e-13,
220,33.2988,88.1149,6.21483,-4.0972,41.7837,-11.7562,44.836,-25.221,9.05723,-25.6822,-11.9297,2.93646,-5.36484,0.972651,-11.7816,2.87075,1.09293,0.0455329,-5.85417e-07,8.82665e-09,2.20552e-11,-4.54747e-13,-1.13687e-13,0,-1.13687e-13,
-110,30.0259,127.831,24.6857,10.2613,52.2766,1.27922,6.18044,-34.2281,25.6623,-10.0014,-28.0637,-16.1028,-8.91658,-2.44816,7.09093,-1.62765,-0.996107,-0.0655695,-2.7763e-07,6.17138e-09,2.73417e-11,-2.84217e-13,-1.13687e-13,0,-1.13687e-13,
330,137.464,-38.9696,13.5043,31.3435,-6.66491,29.0517,-4.30336,39.1727,-17.1941,-8.77126,-28.5509,-25.1789,3.6295,-3.74773,2.77814,-5.97261,1.46475,0.00792887,3.0704e-07,-6.18741e-09,-2.52385e-11,2.27374e-13,0,0,0,
